"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"
"TIMM10"	2.0098416085918e-93	0.236042638679284	0.226	0.693	4.92391095688904e-89
"COX5B"	0.00134559040907424	0.235989842890932	0.527	0.957	1
"CPE"	3.07097730560291e-94	0.235973462820489	0.215	0.674	7.52358730099656e-90
"PA2G4"	3.09364979015314e-06	0.235895932307362	0.495	0.832	0.0757913262089618
"RPS13"	1.34234002915301e-43	0.235765659593616	0.964	0.999	3.28859883742195e-39
"RPL17"	5.53309529773229e-122	0.235193443644307	0.257	0.843	1.35555301699143e-117
"MRPS16"	1.58878070827234e-96	0.234940525167153	0.245	0.75	3.89235385719642e-92
"HSPB1"	2.02008254009712e-08	0.234214505264676	0.781	0.968	0.000494900021498395
"GHITM"	1.2073486429151e-56	0.234082970703038	0.349	0.866	2.95788344027771e-52
"TCEB2"	3.09420052786448e-11	0.23343261172476	0.705	0.988	7.5804818732152e-07
"FAM162A"	2.70714907733501e-99	0.233279421680157	0.244	0.746	6.63224452456303e-95
"NDUFS4"	3.50148917825964e-120	0.233078912731243	0.249	0.809	8.5782983378183e-116
"NDUFB7"	2.65135247203259e-76	0.233073059542262	0.338	0.913	6.49554842123265e-72
"BRI3"	0.112614940554179	0.232598437181054	0.615	0.986	1
"ANXA1"	2.2708796567746e-22	0.231982825211033	0.92	0.986	5.5634280711321e-18
"AZGP1"	6.53447231666555e-62	0.231399471313969	0.229	0.6	1.60088037285989e-57
"CSRP1"	8.08419490680682e-111	0.230684029527918	0.129	0.528	1.9805469102186e-106
"MEF2C"	6.63306563485591e-59	0.230272172262413	0.074	0.294	1.62503474988335e-54
"TMEM219"	5.40081192914088e-108	0.230018329633032	0.291	0.892	1.32314491452023e-103
"RBX1"	2.90804636735272e-86	0.2294942867686	0.316	0.893	7.12442279537743e-82
"COX6C"	4.8996440063189e-08	0.229321770309284	0.793	0.988	0.00120036378510807
"ARL1"	3.81776940541952e-128	0.229202372939052	0.24	0.804	9.35315326633728e-124
"POLR2H"	2.47228430020107e-86	0.229095553347255	0.264	0.761	6.0568493070626e-82
"BNIP3"	6.09596496797822e-94	0.228872454710281	0.213	0.668	1.49345045750498e-89
"FCGRT"	2.74220209019887e-155	0.228441032758102	0.156	0.677	6.7181209007782e-151
"BLVRB"	4.24684270724381e-69	0.228379889830342	0.232	0.638	1.04043399484766e-64
"SBDS"	1.8599250194956e-108	0.227726806163199	0.252	0.792	4.55663030526228e-104
"C12orf57"	6.967535068218e-58	0.227218667744598	0.35	0.885	1.70697641636273e-53
"PHLDA3"	2.06469192978589e-106	0.227199476358912	0.146	0.556	5.05828875878245e-102
"RCN1"	1.32550388585602e-50	0.227092632722774	0.367	0.88	3.24735196995866e-46
"NELFE"	3.26203877577677e-83	0.22605637148534	0.244	0.707	7.99166879677551e-79
"FKBP8"	8.38343530762306e-83	0.225804801506522	0.246	0.711	2.05385781601457e-78
"CTSZ"	3.38891813317737e-157	0.225666145993163	0.205	0.789	8.30251053447125e-153
"PCOLCE"	8.37763963891867e-92	0.225424318454569	0.133	0.491	2.05243793513868e-87
"SELM"	7.80838849232277e-115	0.223672481171699	0.144	0.57	1.91297709673415e-110
"MAF1"	3.68799377242415e-95	0.223172078900983	0.215	0.675	9.03521594306192e-91
"OAZ1"	4.71574130410393e-10	0.222772566786752	0.72	0.993	1.15530946209242e-05
"PSMB4"	2.38188843616463e-137	0.222662486175903	0.238	0.832	5.83538847975973e-133
"ADK"	3.13361344243144e-30	0.2225153605786	0.364	0.756	7.67703957261278e-26
"PTGES3"	0.203317153897398	0.222045928054737	0.584	0.96	1
"EIF2S3"	1.65919130718534e-65	0.221831622633276	0.316	0.816	4.06485278347336e-61
"COL1A2"	1.25670843173984e-28	0.221754835043874	0.057	0.181	3.07880998691943e-24
"CMPK1"	1.7217250304594e-77	0.220609410864608	0.346	0.934	4.21805415212249e-73
"TNNT1"	3.53160445483577e-84	0.220538829368104	0.179	0.57	8.65207775390215e-80
"CALM3"	1.56742972939522e-141	0.219614810809692	0.181	0.706	3.84004609404535e-137
"ACOT13"	6.86723822686424e-147	0.219506217977172	0.158	0.665	1.68240469319947e-142
"PLTP"	1.75992442533377e-86	0.219430318851281	0.184	0.586	4.3116388496252e-82
"CTSL"	3.750517199415e-108	0.219023942093609	0.12	0.502	9.18839208684681e-104
"DNAJC8"	6.92337454234058e-137	0.218887194117577	0.186	0.707	1.69615752912802e-132
"BET1"	1.33342370359989e-139	0.218289857158047	0.171	0.678	3.26675473144938e-135
"PSMB9"	1.22088476138837e-59	0.218219745579142	0.299	0.754	2.99104557692536e-55
"ANXA7"	7.8531490027804e-141	0.218195744102812	0.21	0.768	1.92394297419117e-136
"C1orf122"	1.83537365729706e-82	0.218042576337006	0.296	0.822	4.49648192301207e-78
"MAP1B"	2.67521880114978e-92	0.217763616547525	0.122	0.472	6.55401854093684e-88
"RPL36AL"	0.0122005670238022	0.21771078705313	0.566	0.974	1
"ASNS"	7.40855223291624e-65	0.217489946982625	0.099	0.36	1.81502121154215e-60
"ZNHIT3"	9.07618002070374e-139	0.217122612612601	0.144	0.617	2.22357334327221e-134
"ATP5O"	4.56786587109961e-88	0.217004703782004	0.317	0.887	1.11908145976069e-83
"NQO1"	7.72860947915287e-62	0.216963202803172	0.311	0.775	1.89343203629766e-57
"VEGFB"	4.75886176610859e-128	0.21669187418773	0.238	0.803	1.16587354407894e-123
"LLPH"	5.42532976854043e-157	0.216454571766323	0.16	0.689	1.32915153999472e-152
"SEC61G"	0.0055239607043258	0.216352660826663	0.726	0.978	1
"HSP90AB1"	8.94718678305032e-06	0.216101240384421	0.797	0.984	0.21919712899795
"NDUFB2"	8.21457328683713e-34	0.215971839826687	0.422	0.941	2.01248830954223e-29
"MYL6B"	2.58350121113185e-121	0.215871793155097	0.231	0.774	6.32931961715193e-117
"EVA1B"	1.01052666018007e-115	0.215840853849872	0.139	0.559	2.47568926477515e-111
"NSUN5"	1.04021716852011e-117	0.215490488898585	0.139	0.563	2.54842804115742e-113
"RARRES2"	6.51392088688015e-35	0.215365943737529	0.324	0.694	1.59584547807677e-30
"PPP1R14B"	0.563392609891294	0.215040535492371	0.611	0.947	1
"PYCR1"	2.10912504841666e-101	0.213970094189689	0.151	0.553	5.16714545611596e-97
"NDUFA5"	7.14598567598357e-117	0.213133055197691	0.277	0.875	1.75069503075921e-112
"SRP14"	0.266733938221629	0.212984559876471	0.617	0.982	1
"SNRPD3"	2.58661782239706e-76	0.212245374378385	0.285	0.774	6.33695500309057e-72
"SHISA5"	2.66964804943472e-169	0.211424588389928	0.154	0.698	6.54037075631011e-165
"COTL1"	1.0546908867512e-59	0.2110756905661	0.084	0.315	2.58388720345178e-55
"NAA10"	1.25229584804116e-63	0.21090451009469	0.3	0.771	3.06799959811603e-59
"ARPC1A"	1.51753850976052e-37	0.210752175425025	0.404	0.923	3.71781759506231e-33
"CCDC6"	2.8369205527861e-95	0.210541701963688	0.302	0.868	6.95017166227066e-91
"TRIAP1"	9.86876378730794e-132	0.210154816683203	0.117	0.545	2.41774844025257e-127
"SLC2A4RG"	2.94956266125591e-112	0.209908041537141	0.212	0.71	7.22613356381086e-108
"WBP2"	6.81157332857393e-136	0.209741650526764	0.138	0.597	1.66876734976733e-131
"SCG5"	1.03525955026777e-98	0.209682450521597	0.131	0.504	2.53628237220102e-94
"ORMDL2"	7.11514129599112e-116	0.209483774032515	0.21	0.709	1.74313846610487e-111
"ATP6V1F"	1.85318745253012e-70	0.209437817006724	0.316	0.833	4.54012393995354e-66
"CKB"	6.68711280869807e-85	0.209331373025738	0.185	0.582	1.63827576700294e-80
"STRAP"	3.62000340771931e-98	0.209173046800485	0.278	0.822	8.86864634857154e-94
"SARS"	2.71314925299365e-127	0.208786533959086	0.156	0.618	6.64694435490915e-123
"DYNLL1"	0.0198317864724912	0.208692180244628	0.664	0.983	1
"PHB"	2.32066015668785e-43	0.208295642593655	0.334	0.761	5.68538531786956e-39
"VDAC1"	9.26882629750189e-17	0.208175345684652	0.472	0.964	2.27076975462499e-12
"CIR1"	6.46464283983733e-177	0.208167143973342	0.14	0.677	1.58377284933175e-172
"TUFM"	2.80157503424228e-65	0.20814443053112	0.321	0.815	6.86357867639015e-61
"SIL1"	3.06369304413781e-159	0.208036804850552	0.162	0.697	7.50574158883321e-155
"SNHG12"	5.08689487752481e-73	0.207344643251473	0.092	0.364	1.2462383760448e-68
"HADHB"	1.80182421093325e-173	0.207264636652016	0.15	0.696	4.41428913436537e-169
"GLRX3"	2.97479167445126e-114	0.207236309730957	0.21	0.706	7.28794212323813e-110
"NT5C3A"	3.46800510959154e-151	0.206744137600252	0.158	0.674	8.49626571798832e-147
"GPX3"	3.33314713112983e-104	0.206573363707025	0.118	0.492	8.16587715655498e-100
"RBM8A"	1.70177776969192e-91	0.20616595531303	0.313	0.883	4.16918535796824e-87
"TATDN1"	6.57290988994954e-125	0.205427577657079	0.188	0.684	1.61029719393874e-120
"PDAP1"	1.01168028753061e-85	0.204630025952666	0.297	0.835	2.47851553642125e-81
"LGALS3"	0.490819037610962	0.204323381254169	0.62	0.953	1
"LY6D"	3.9855482710902e-49	0.203966588339818	0.257	0.617	9.76419470934388e-45
"MRPL40"	5.55445398535748e-125	0.20392348989719	0.171	0.649	1.36078568187273e-120
"ANAPC11"	1.24821655483664e-15	0.203867161757127	0.472	0.935	3.05800573769428e-11
"MGMT"	2.37795202009126e-120	0.203731069701427	0.163	0.616	5.82574465402157e-116
"PSMD8"	2.064644787496e-43	0.203452287432305	0.376	0.876	5.05817326488644e-39
"UBXN1"	5.11217999067621e-84	0.203300260226448	0.267	0.764	1.25243297591577e-79
"SSB"	6.82824806051528e-99	0.202867823019553	0.293	0.854	1.67285249234564e-94
"C17orf89"	6.09458767173444e-129	0.2028565573394	0.242	0.816	1.49311303369822e-124
"NDUFA1"	2.93331640058902e-107	0.202818347632678	0.298	0.897	7.18633184980304e-103
"ATP5G2"	0.0144015905088369	0.20266034003637	0.642	0.984	1
"BOLA3"	8.73089695761946e-110	0.202504228594858	0.265	0.825	2.13898244564719e-105
"HMOX2"	8.43857188609656e-138	0.202495406538879	0.146	0.622	2.0673657263748e-133
"SRP9"	8.9977195094158e-42	0.202329064820078	0.401	0.934	2.20435130261178e-37
"CTSA"	2.56300461740225e-119	0.20231936633009	0.12	0.525	6.27910501217377e-115
"ARHGDIA"	8.44243174061171e-156	0.202291983481826	0.194	0.758	2.06831135213246e-151
"CWC15"	5.61225892809706e-153	0.20223501851253	0.205	0.782	1.3749473147945e-148
"SH3YL1"	8.75210182190823e-107	0.202211258809637	0.21	0.695	2.1441774253493e-102
"RAB34"	3.41089480758617e-116	0.202064377821123	0.217	0.728	8.35635118910535e-112
"HLA-DQB1"	3.53354416964373e-99	0.202048511072119	0.115	0.471	8.65682986121018e-95
"HMGA1"	4.44754109927989e-41	0.201857894746698	0.376	0.861	1.08960309391258e-36
"MRPS36"	1.17739524168353e-116	0.20112817737635	0.275	0.856	2.88450060260047e-112
"BLOC1S2"	8.97336303646287e-127	0.201120737143676	0.121	0.542	2.19838421030304e-122
"CASP4"	4.6254457053192e-153	0.200825846582503	0.19	0.749	1.13318794334615e-148
"LAMTOR1"	9.53347955618316e-112	0.200378373244413	0.277	0.861	2.33560715646931e-107
"HTATIP2"	8.19516189509366e-132	0.200274403109817	0.201	0.731	2.007732712679e-127
"FIS1"	8.73750919420169e-26	0.200158899556299	0.436	0.921	2.14060237748747e-21
"CWF19L2"	1.84144809733627e-97	0.200158279648679	0.079	0.393	4.51136369366414e-93
"SYNC"	6.63973754435721e-80	0.199924844704529	0.072	0.34	1.62666930099207e-75
"RPS10"	9.29011541985994e-12	0.199741399157781	0.768	0.995	2.27598537671149e-07
"UBE2L3"	6.90331788440905e-141	0.199698195505527	0.231	0.816	1.69124384850137e-136
"CFD"	1.91647512757041e-39	0.199432554697423	0.054	0.206	4.69517241503475e-35
"MYO1G"	2.46082206691696e-92	0.199333924031446	0.155	0.539	6.02876798173985e-88
"FBL"	1.35834156156338e-110	0.198645275545744	0.199	0.674	3.32780099167412e-106
"TOMM5"	2.15153441257779e-141	0.197985663411591	0.126	0.582	5.27104415737433e-137
"NDUFA6"	2.80821590474349e-108	0.197928061803134	0.259	0.809	6.87984814503107e-104
"IFI44"	4.55647170192858e-132	0.197755675404138	0.135	0.584	1.11629000225548e-127
"CST6"	2.49297656372429e-111	0.197504258121957	0.105	0.478	6.10754328346815e-107
"CCDC90B"	2.36026239424922e-133	0.197309359828766	0.137	0.59	5.78240683967116e-129
"ZNHIT1"	8.4874966608225e-50	0.197265150094238	0.361	0.853	2.07935180693491e-45
"DNAJC19"	2.07926583019565e-139	0.196617678041969	0.239	0.825	5.09399335739632e-135
"GPNMB"	1.8384530699624e-38	0.196277880815777	0.06	0.213	4.50402617610088e-34
"MDM2"	4.91265395436136e-123	0.195435843953989	0.224	0.76	1.20355109227899e-118
"LAMTOR4"	3.82719667909272e-106	0.195221917953245	0.289	0.873	9.37624914410925e-102
"BCAT1"	3.99690926721257e-107	0.195162193192003	0.108	0.473	9.79202801374407e-103
"TCEA1"	1.35671477397308e-95	0.195139141888742	0.326	0.929	3.32381552475665e-91
"MAGOH"	4.24122747693002e-105	0.194093761721112	0.265	0.814	1.03905831957309e-100
"CHMP5"	4.00091773747489e-91	0.194042223986189	0.295	0.845	9.80184836503973e-87
"EDF1"	5.2431178089079e-49	0.19376629039351	0.383	0.929	1.28451143200435e-44
"SNRPF"	1.12959201826048e-14	0.193639191326902	0.494	0.951	2.76738748553635e-10
"DYNC1I2"	2.27639285680064e-154	0.193177653306329	0.236	0.852	5.57693485987588e-150
"PHPT1"	1.57021241091275e-65	0.193013902208338	0.342	0.891	3.84686338549514e-61
"ANAPC16"	4.05583359133505e-149	0.192892830290356	0.23	0.832	9.93638671541175e-145
"SSSCA1"	2.31808613846526e-151	0.191679064302233	0.146	0.646	5.67907923062604e-147
"MZT2B"	3.12274677609709e-17	0.191414962164053	0.464	0.947	7.65041732676027e-13
"ENY2"	7.65704352700295e-34	0.191321732560098	0.431	0.949	1.87589909368045e-29
"LCP1"	8.62166809798969e-32	0.191317876389954	0.044	0.166	2.11222246732649e-27
"DBNL"	6.15044884361231e-154	0.191240023541485	0.127	0.607	1.50679846219658e-149
"TALDO1"	5.46739560958772e-57	0.190735136093216	0.351	0.865	1.3394572503929e-52
"ABHD11"	8.5592565460559e-109	0.190378402667702	0.168	0.609	2.09693226121823e-104
"LSM4"	3.62475013700834e-70	0.190242867489751	0.313	0.814	8.88027536065674e-66
"RPSA"	8.25278291305437e-09	0.190045919622305	0.803	0.993	0.000202184928586919
"ACTG1"	1.42785394620816e-21	0.189926021098057	0.96	0.998	3.49809938281537e-17
"PSMA5"	6.19426724961095e-152	0.189919337797439	0.195	0.757	1.51753353348219e-147
"NMT1"	2.75394454964686e-145	0.189445337874228	0.17	0.69	6.74688875217984e-141
"FKBP4"	9.03762237640937e-106	0.189184377225363	0.214	0.696	2.21412710599653e-101
"TMED9"	5.1891678873042e-118	0.189099409295812	0.273	0.866	1.27129424071066e-113
"IDH3G"	1.31397390252838e-119	0.188951775720469	0.166	0.624	3.21910466380427e-115
"SYF2"	1.57148935600928e-165	0.188773104711917	0.223	0.845	3.84999177328715e-161
"PSMC4"	8.03352071562951e-120	0.188392413407028	0.155	0.603	1.96813224012207e-115
"LAPTM4B"	2.10851739370502e-41	0.188369026751017	0.383	0.852	5.16565676283794e-37
"MRPL52"	1.39062685422793e-71	0.187778934153483	0.317	0.836	3.406896730173e-67
"HSPE1"	0.440580251828526	0.187686686994446	0.627	0.969	1
"EIF4H"	3.53633848387149e-143	0.18749697842724	0.243	0.842	8.66367565163677e-139
"TUBA1B"	0.0737896195315494	0.187253883764311	0.673	0.92	1
"MRPL51"	2.53019889034024e-11	0.187207716052141	0.496	0.942	6.19873426144456e-07
"PSME2"	0.00323861244083597	0.186947648701137	0.539	0.857	1
"FILIP1L"	7.06964103893135e-81	0.186923141317715	0.158	0.513	1.73199135812779e-76
"TMEM258"	0.00102952977629122	0.186545614962035	0.545	0.968	1
"UFD1L"	1.00828897952974e-141	0.186245670234401	0.138	0.61	2.47020717094991e-137
"EXOSC1"	1.32823141668606e-130	0.185602620567556	0.142	0.595	3.25403414773917e-126
"MT1E"	7.18878623831415e-20	0.185334070811043	0.837	0.815	1.76118074052458e-15
"C12orf45"	5.0682834702721e-155	0.184993630277059	0.133	0.624	1.24167876738196e-150
"COPZ1"	1.98692727292251e-104	0.184803431595418	0.284	0.853	4.86777312593286e-100
"MGST3"	1.14998528974018e-108	0.184763274482312	0.24	0.761	2.81734896133446e-104
"FASTK"	5.45032341002509e-146	0.184721146089458	0.15	0.644	1.33527473222205e-141
"MRPL12"	6.18204635207462e-86	0.184411009313547	0.267	0.757	1.51453953579476e-81
"MXRA7"	3.80416350584475e-109	0.183990579766328	0.252	0.797	9.31982017296905e-105
"ITGB2"	1.16283894129369e-65	0.183873102360885	0.058	0.28	2.84883912227542e-61
"SH3BGRL"	1.17123284768686e-171	0.183842707879137	0.134	0.657	2.86940335354803e-167
"HEXA"	3.07291952172945e-101	0.18378626700197	0.084	0.411	7.52834553628499e-97
"ECHS1"	9.87228858775045e-112	0.183538497321336	0.227	0.742	2.41861198111298e-107
"ST13"	4.21118660605223e-26	0.183493293489277	0.436	0.922	1.03169860661674e-21
"AP2S1"	1.14845324121712e-107	0.18345724797988	0.239	0.755	2.81359559565781e-103
"YWHAG"	9.99069752157205e-144	0.18343024448111	0.25	0.868	2.44762098580994e-139
"TMPRSS11E"	2.15618239330609e-144	0.183382969987344	0.151	0.643	5.28243124536059e-140
"C6orf106"	1.2229415769248e-142	0.183242631175378	0.119	0.57	2.99608456930806e-138
"GPM6B"	6.28201995612639e-25	0.18309368272894	0.043	0.144	1.5390320690514e-20
"MTHFD2"	1.94962319647756e-119	0.182931909808386	0.223	0.749	4.77638186905038e-115
"NDUFV3"	6.47228947030278e-137	0.18265095796661	0.177	0.686	1.58564619732948e-132
"RPS23"	9.7076268294398e-58	0.182474850289257	0.999	1	2.37827149694446e-53
"APRT"	5.58747750829711e-35	0.182438733008128	0.409	0.905	1.36887611475771e-30
"RP11-345L23.1"	3.83128687261234e-51	0.182210236197561	0.069	0.264	9.38626970921297e-47
"SDSL"	3.77656451711587e-106	0.182054589229196	0.086	0.426	9.25220541048218e-102
"DNAJC30"	2.81495248373133e-119	0.181968427616856	0.099	0.481	6.89635208989338e-115
"VAT1"	6.34499018451863e-111	0.181614673021147	0.099	0.464	1.55445914530522e-106
"SNRPE"	9.23204605234836e-18	0.181602374308295	0.47	0.927	2.26175896236482e-13
"HLA-A"	0.484606939788137	0.181508449384242	0.673	0.985	1
"NDUFB8.1"	5.38899793073213e-110	0.181479455875381	0.234	0.748	1.32025060305006e-105
"C1orf35"	1.09383122030617e-146	0.18134389718167	0.13	0.598	2.67977710662809e-142
"DPY30"	1.71766603280415e-97	0.181178412565925	0.296	0.864	4.20811001376689e-93
"COMMD4"	1.10443675177697e-117	0.181171782969512	0.096	0.471	2.70575959817841e-113
"VAMP8"	7.81810062039352e-43	0.180959958530484	0.407	0.947	1.91535647099021e-38
"UQCRC2"	3.2880278998498e-139	0.18046455219702	0.193	0.726	8.05533955184204e-135
"DCAF13"	4.57372258622794e-107	0.18043915230729	0.2	0.668	1.12051629639998e-102
"COL18A1"	7.62845830631399e-127	0.180357231734897	0.117	0.535	1.86889600046386e-122
"RABGGTB"	1.10837711268833e-133	0.18014966676165	0.173	0.672	2.71541308837514e-129
"GSTO2"	2.57813061509226e-99	0.180122488475777	0.107	0.455	6.31616219391452e-95
"NDUFAB1"	4.05248935139893e-24	0.179867594271413	0.454	0.943	9.92819366199225e-20
"MCTS1"	9.88785071608221e-154	0.179795361999454	0.175	0.714	2.42242454693298e-149
"LAMTOR2"	2.64031149065142e-147	0.179687861063102	0.217	0.796	6.46849912094691e-143
"RFXANK"	1.52073067446985e-135	0.179478582269771	0.121	0.561	3.72563807938368e-131
"EIF3B"	1.60969931866884e-79	0.17930530531713	0.281	0.777	3.94360236080679e-75
"SF3B5"	7.34343727391495e-163	0.179249140618479	0.179	0.741	1.79906869773642e-158
"CD63"	9.81859794921495e-06	0.178829994736416	0.862	0.995	0.240545831157817
"EPCAM"	0.902719396700989	0.178457892238506	0.651	0.981	1
"PRMT1"	2.61998917712984e-128	0.178419889617187	0.164	0.636	6.41871148505039e-124
"RPS26"	0.00539325778708431	0.178384782339447	0.771	0.983	1
"EIF6"	6.66629560613965e-128	0.178236335884972	0.203	0.723	1.63317576054815e-123
"SNORA76"	2.1757185729017e-78	0.178158706683677	0.075	0.343	5.33029293175187e-74
"TMEM176B"	1.02232613296029e-88	0.178071018533102	0.12	0.457	2.50459679313941e-84
"DDOST"	2.59034681084826e-151	0.177972643307918	0.173	0.704	6.34609065189715e-147
"EPN1"	2.5947344608778e-133	0.177440983782474	0.117	0.547	6.35683995570452e-129
"SERPINB6"	3.67293387286787e-146	0.176987345358111	0.169	0.685	8.99832069513899e-142
"P4HA1"	2.03640939744075e-82	0.176867776187317	0.24	0.692	4.98899938279008e-78
"PMPCB"	1.34293846062736e-143	0.176770611671051	0.179	0.7	3.29006493469098e-139
"CSTA"	1.40834092539443e-54	0.176044129507925	0.068	0.272	3.45029443312381e-50
"NT5C3B"	2.30246103193562e-134	0.175980801159523	0.138	0.595	5.64079928213907e-130
"TMPRSS13"	1.92646756845695e-87	0.175905779111014	0.076	0.366	4.71965289596268e-83
"SLIRP"	2.02289273172463e-123	0.175854286246927	0.24	0.806	4.95588490345217e-119
"FAM32A"	4.90706209577603e-141	0.175779456808572	0.111	0.549	1.20218114284417e-136
"HINT2"	3.18297258556278e-150	0.175589182846555	0.165	0.681	7.79796453737025e-146
"HNRNPA1"	0.00698236364114627	0.175434172253472	0.684	0.993	1
"EIF4A1"	0.195459279363679	0.175205347401367	0.599	0.977	1
"SYNGR2"	1.71440546353579e-162	0.174770560380105	0.178	0.739	4.20012194511633e-158
"PRDX3"	5.8435664007022e-92	0.174415929575711	0.3	0.849	1.43161533250803e-87
"ATP5C1"	5.86938502611673e-118	0.174304359690634	0.244	0.786	1.43794063754834e-113
"POLR2G"	6.63313239090203e-157	0.174290617147856	0.125	0.61	1.62505110444709e-152
"CCDC104"	3.03350823746241e-159	0.1741700022546	0.179	0.731	7.43179183095917e-155
"ERP29"	9.42478813899989e-57	0.173982746134141	0.372	0.909	2.30897884617358e-52
"SEPW1"	2.80551676263563e-94	0.17370430892614	0.311	0.883	6.87323551678102e-90
"C16orf13"	3.00812532113213e-62	0.173088790979816	0.36	0.931	7.36960622424161e-58
"NFU1"	4.61844283692634e-152	0.172745245230319	0.13	0.611	1.13147231061858e-147
"ATP5G3"	2.94056566852523e-15	0.172730481078226	0.493	0.936	7.20409183131997e-11
"SYT12"	6.0064674649384e-115	0.172695261986185	0.109	0.493	1.47152446423526e-110
"AL592183.1"	1.32612878778731e-77	0.172532491365567	0.07	0.331	3.24888291720012e-73
"SEPT7"	1.41125107991225e-45	0.172498322110129	0.398	0.915	3.45742402067703e-41
"GRHPR"	6.70084948063909e-106	0.172195153031481	0.2	0.666	1.64164111426177e-101
"GARS"	2.85912696289016e-64	0.172128383645684	0.288	0.736	7.0045751463846e-60
"CCT4"	9.69285071000537e-93	0.172060199821469	0.292	0.833	2.37465149544421e-88
"LAMTOR5"	2.10287796526011e-146	0.171823255038619	0.247	0.856	5.15184072709073e-142
"PCNA"	1.87370149140804e-114	0.171795817739379	0.159	0.595	4.59038128380055e-110
"FAM96B"	6.56000370548488e-62	0.171702739495577	0.352	0.891	1.60713530780674e-57
